Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric
P2438,Smart Solar Grid,Building,Low,5057025,91,32,36,4.67,0.52,254,Not Feasible,1
P2439,Smart Solar Grid,Water Infra,High,4602684,91,48,30,8.12,0.83,364,Not Feasible,3
P2440,Urban Flyover,Water Infra,Low,3947893,70,95,67,1.56,0.81,150,Feasible,1
P2441,Urban Flyover,Bridge,High,6272864,64,51,24,7.9,0.85,466,Feasible,3
P2442,Industrial Complex,Power Plant,High,4788963,66,75,88,0.64,0.83,575,Feasible,3
P2443,Dam Reinforcement,Power Plant,Medium,4874910,71,42,83,1.94,0.56,378,Not Feasible,2
P2444,Highway Expansion,Road,High,4151629,87,62,33,6.56,0.65,223,Feasible,3
P2445,Dam Reinforcement,Water Infra,High,3259776,84,34,69,8.55,0.56,550,Feasible,3
P2446,Highway Expansion,Road,High,4368045,94,56,45,2.53,0.92,501,Not Feasible,3
P2447,Dam Reinforcement,Building,Medium,5887349,65,53,91,3.27,0.87,588,Borderline,2
P2448,Smart Solar Grid,Power Plant,Low,6185773,57,96,88,5.37,0.6,120,Feasible,1
P2449,Smart Solar Grid,Road,Medium,5340092,96,92,26,2.12,0.67,548,Feasible,2
P2450,Dam Reinforcement,Road,High,5832691,66,77,35,8.11,0.98,557,Borderline,3
P2451,Industrial Complex,Water Infra,High,3632578,66,92,74,7.74,0.8,553,Feasible,3
P2452,Smart Solar Grid,Building,Medium,1968616,75,41,97,1.45,0.9,326,Feasible,2
P2453,Industrial Complex,Building,Medium,5217733,62,57,75,4.64,0.63,254,Not Feasible,2
P2454,Smart Solar Grid,Road,High,2250956,66,73,23,7.75,0.61,566,Feasible,3
P2455,Urban Flyover,Building,High,2490036,87,72,67,3.37,0.89,390,Feasible,3
P2456,Urban Flyover,Building,High,3869729,66,46,36,6.33,0.84,208,Not Feasible,3
P2457,Dam Reinforcement,Water Infra,Medium,2809377,97,69,55,0.5,0.84,314,Feasible,2
P2458,Highway Expansion,Water Infra,Medium,2065923,63,78,89,6.09,0.78,533,Feasible,2
P2459,Urban Flyover,Building,Low,2720856,94,86,99,1.53,0.78,241,Feasible,1
P2460,Smart Solar Grid,Road,High,1556110,55,93,57,8.31,0.87,581,Feasible,3
P2461,Smart Solar Grid,Power Plant,Low,1964163,84,86,81,3.55,0.64,235,Not Feasible,1
P2462,Urban Flyover,Road,Medium,4012539,95,99,67,2.82,0.68,315,Feasible,2
P2463,Urban Flyover,Road,High,6725195,63,72,29,8.41,0.94,155,Feasible,3
P2464,Highway Expansion,Power Plant,High,5202271,96,52,55,0.5,0.65,186,Feasible,3
P2465,Urban Flyover,Water Infra,Low,5042879,57,56,48,3.97,0.77,252,Feasible,1
P2466,Dam Reinforcement,Road,High,4681887,64,87,97,3.7,0.85,400,Borderline,3
P2467,Highway Expansion,Building,Medium,3322523,76,66,23,2.85,1.0,598,Not Feasible,2
P2468,Urban Flyover,Building,Low,6451404,62,35,63,9.12,0.72,130,Not Feasible,1
P2469,Smart Solar Grid,Water Infra,Low,4875358,98,94,75,7.51,0.71,575,Feasible,1
P2470,Urban Flyover,Water Infra,Low,2213261,80,35,61,0.64,0.92,337,Not Feasible,1
P2471,Dam Reinforcement,Water Infra,Low,5746771,84,79,32,7.15,0.9,441,Not Feasible,1
P2472,Dam Reinforcement,Bridge,High,1251537,55,51,65,5.27,0.87,275,Borderline,3
P2473,Smart Solar Grid,Bridge,Medium,2756124,54,54,52,9.01,0.73,359,Not Feasible,2
P2474,Highway Expansion,Building,Low,1841531,71,80,40,3.13,0.66,179,Feasible,1
P2475,Smart Solar Grid,Road,Medium,1864645,98,77,99,5.74,0.8,257,Not Feasible,2
P2476,Urban Flyover,Bridge,Medium,2428127,72,99,98,5.01,0.94,169,Feasible,2
P2477,Smart Solar Grid,Road,Medium,6130076,74,94,76,4.9,0.94,286,Not Feasible,2
P2478,Highway Expansion,Power Plant,Low,1471082,83,89,88,4.56,0.55,284,Not Feasible,1
P2479,Industrial Complex,Building,Low,2921277,75,75,89,2.06,0.71,438,Feasible,1
P2480,Smart Solar Grid,Bridge,High,5254849,96,65,86,7.56,0.73,308,Not Feasible,3
P2481,Highway Expansion,Building,Low,4447794,54,87,67,4.51,0.99,588,Feasible,1
P2482,Industrial Complex,Power Plant,Low,2615777,75,67,95,9.59,0.84,211,Feasible,1
P2483,Highway Expansion,Power Plant,Medium,4504905,69,40,52,2.61,0.7,413,Feasible,2
P2484,Highway Expansion,Building,Medium,4512664,55,41,55,6.83,0.51,495,Not Feasible,2
P2485,Industrial Complex,Bridge,Medium,1973181,55,71,52,9.41,0.78,408,Borderline,2
P2486,Smart Solar Grid,Building,High,4116810,99,68,50,6.63,0.55,194,Feasible,3
P2487,Industrial Complex,Road,Low,2491633,67,40,40,8.71,0.92,164,Not Feasible,1
P2488,Smart Solar Grid,Road,Low,5895996,53,65,46,8.27,0.88,547,Feasible,1
P2489,Highway Expansion,Road,High,2533854,66,81,91,3.6,0.73,504,Not Feasible,3
P2490,Smart Solar Grid,Road,Low,3061774,63,60,81,6.0,0.71,172,Feasible,1
P2491,Dam Reinforcement,Road,Low,6398984,63,62,45,1.56,0.95,294,Feasible,1
P2492,Industrial Complex,Power Plant,Medium,3790358,62,42,85,5.36,0.64,280,Feasible,2
P2493,Industrial Complex,Bridge,Medium,4860562,56,47,31,2.3,0.62,186,Feasible,2
P2494,Urban Flyover,Bridge,Low,4190664,93,70,41,7.44,0.97,593,Feasible,1
P2495,Highway Expansion,Water Infra,High,2765524,64,87,36,5.28,0.9,518,Feasible,3
P2496,Highway Expansion,Building,Low,2250632,68,85,26,4.11,0.91,480,Feasible,1
P2497,Smart Solar Grid,Power Plant,Low,3322621,92,53,87,2.69,0.6,389,Feasible,1
P2498,Dam Reinforcement,Power Plant,High,1137478,96,60,56,9.99,0.57,526,Not Feasible,3
P2499,Highway Expansion,Building,Low,4243087,93,84,57,0.72,0.51,243,Borderline,1
P2500,Dam Reinforcement,Building,Medium,1909711,84,39,30,0.44,0.62,301,Not Feasible,2
P2501,Urban Flyover,Road,Medium,4711584,66,89,20,2.17,0.89,495,Feasible,2
P2502,Industrial Complex,Power Plant,Medium,2619715,84,31,44,9.71,0.62,511,Borderline,2
P2503,Dam Reinforcement,Power Plant,Medium,3590310,68,44,61,9.79,0.86,301,Borderline,2
P2504,Highway Expansion,Building,Low,2627687,69,32,71,6.55,0.63,155,Feasible,1
P2505,Industrial Complex,Building,High,1960612,85,72,43,8.8,0.7,331,Not Feasible,3
P2506,Dam Reinforcement,Bridge,Medium,1427387,84,60,72,2.14,0.99,503,Feasible,2
P2507,Dam Reinforcement,Road,Low,4646259,81,99,75,9.72,0.62,555,Borderline,1
P2508,Smart Solar Grid,Water Infra,High,2544613,97,96,82,1.43,0.69,253,Feasible,3
P2509,Industrial Complex,Road,High,2297638,93,85,27,1.01,0.65,472,Borderline,3
P2510,Dam Reinforcement,Power Plant,High,5629988,89,92,78,1.12,0.55,531,Feasible,3
P2511,Smart Solar Grid,Bridge,High,3154174,73,44,64,5.73,0.74,297,Feasible,3
P2512,Highway Expansion,Building,Low,3430525,66,39,46,7.81,0.69,285,Not Feasible,1
P2513,Dam Reinforcement,Water Infra,High,6425148,56,67,71,3.67,0.85,533,Feasible,3
P2514,Smart Solar Grid,Power Plant,Low,4095010,92,76,37,9.78,0.91,456,Feasible,1
P2515,Smart Solar Grid,Water Infra,Medium,3456070,99,86,35,4.34,0.77,448,Not Feasible,2
P2516,Industrial Complex,Road,Medium,1489626,50,79,85,1.5,0.52,595,Feasible,2
P2517,Smart Solar Grid,Bridge,Low,1288859,84,44,24,4.66,0.81,557,Not Feasible,1
P2518,Dam Reinforcement,Road,Low,6008341,81,47,22,6.79,0.53,446,Feasible,1
P2519,Urban Flyover,Building,High,6867021,85,31,99,8.32,0.81,165,Not Feasible,3
P2520,Highway Expansion,Bridge,High,5749766,62,72,89,4.59,0.84,275,Not Feasible,3
P2521,Dam Reinforcement,Road,Low,6121764,55,55,26,5.94,0.6,520,Feasible,1
P2522,Dam Reinforcement,Water Infra,High,2546236,63,67,69,2.67,0.91,551,Not Feasible,3
P2523,Highway Expansion,Bridge,Low,5001412,86,71,33,6.46,0.96,547,Feasible,1
P2524,Highway Expansion,Bridge,High,6435901,97,34,57,9.86,0.91,355,Feasible,3
P2525,Smart Solar Grid,Building,Low,3290870,64,40,98,0.49,0.65,435,Borderline,1
P2526,Dam Reinforcement,Building,Low,1594305,96,94,66,8.87,0.79,179,Not Feasible,1
P2527,Smart Solar Grid,Water Infra,High,5257341,53,63,52,5.62,0.96,124,Feasible,3
P2528,Industrial Complex,Water Infra,Low,4759834,89,30,62,2.52,0.66,572,Feasible,1
P2529,Smart Solar Grid,Bridge,Low,3627988,65,31,48,9.55,0.91,581,Not Feasible,1
P2530,Industrial Complex,Power Plant,Medium,6477093,77,49,76,4.83,0.5,573,Feasible,2
P2531,Urban Flyover,Road,Low,1204366,65,90,24,3.32,0.5,510,Borderline,1
P2532,Dam Reinforcement,Bridge,High,1502420,53,50,79,1.81,0.88,300,Not Feasible,3
P2533,Industrial Complex,Water Infra,Medium,3251401,94,97,89,2.44,0.88,264,Feasible,2
P2534,Urban Flyover,Bridge,High,6529046,75,41,21,8.33,0.89,434,Feasible,3
P2535,Highway Expansion,Building,Medium,2679161,77,51,89,6.14,0.97,384,Feasible,2
P2536,Smart Solar Grid,Road,High,2038199,81,49,62,9.13,0.56,342,Borderline,3
P2537,Urban Flyover,Bridge,Medium,1660902,94,30,23,2.32,0.62,525,Feasible,2
P2538,Industrial Complex,Building,High,2538112,51,59,75,1.21,0.95,420,Not Feasible,3
P2539,Dam Reinforcement,Road,Low,6303308,80,53,78,0.06,0.59,576,Feasible,1
P2540,Highway Expansion,Road,Low,2726676,52,43,28,5.08,0.84,562,Feasible,1
P2541,Highway Expansion,Power Plant,High,2370073,57,65,22,9.98,0.77,455,Borderline,3
P2542,Urban Flyover,Building,Medium,5153585,73,98,67,6.95,0.54,356,Feasible,2
P2543,Urban Flyover,Road,Medium,2685996,64,53,62,3.08,0.64,132,Feasible,2
P2544,Smart Solar Grid,Power Plant,Low,6430484,92,89,20,8.77,0.76,458,Feasible,1
P2545,Highway Expansion,Power Plant,Low,4246417,80,84,76,7.82,0.93,387,Borderline,1
P2546,Highway Expansion,Bridge,Low,1702436,58,53,72,0.15,0.85,539,Feasible,1
P2547,Smart Solar Grid,Water Infra,Medium,3543788,88,53,35,8.17,0.81,385,Not Feasible,2
P2548,Dam Reinforcement,Water Infra,Medium,2352144,94,83,70,3.01,0.75,135,Borderline,2
P2549,Smart Solar Grid,Road,Low,2551330,51,55,94,1.5,0.65,211,Not Feasible,1
P2550,Industrial Complex,Road,Low,1971248,57,95,74,2.26,0.56,367,Not Feasible,1
P2551,Industrial Complex,Road,Medium,5657851,56,67,20,4.69,0.7,138,Feasible,2
P2552,Urban Flyover,Bridge,Medium,6378750,93,94,47,4.25,0.51,479,Borderline,2
P2553,Smart Solar Grid,Power Plant,Medium,6527444,88,80,72,2.89,0.61,509,Feasible,2
P2554,Smart Solar Grid,Water Infra,High,3607411,91,64,77,1.72,0.72,507,Borderline,3
P2555,Urban Flyover,Building,Low,2693439,65,72,92,7.62,0.71,533,Not Feasible,1
P2556,Dam Reinforcement,Water Infra,Low,2831094,84,58,79,9.9,0.52,222,Feasible,1
P2557,Smart Solar Grid,Power Plant,Medium,4437172,79,66,78,7.78,0.79,214,Feasible,2
P2558,Highway Expansion,Power Plant,Medium,2059325,59,87,41,2.96,0.77,549,Not Feasible,2
P2559,Smart Solar Grid,Building,High,6923361,87,83,27,2.45,0.54,402,Feasible,3
P2560,Dam Reinforcement,Bridge,Medium,2963571,67,68,68,2.18,0.97,548,Not Feasible,2
P2561,Smart Solar Grid,Water Infra,Medium,6542511,99,71,61,1.37,0.55,332,Feasible,2
P2562,Highway Expansion,Road,High,5419323,54,57,46,5.51,0.93,156,Not Feasible,3
P2563,Industrial Complex,Bridge,High,6669457,78,58,58,6.05,0.5,512,Not Feasible,3
P2564,Industrial Complex,Road,Low,1597218,88,72,44,7.06,0.94,180,Not Feasible,1
P2565,Dam Reinforcement,Water Infra,Low,4815144,83,32,57,6.8,0.51,410,Borderline,1
P2566,Dam Reinforcement,Building,High,4436252,92,39,43,2.92,0.88,481,Feasible,3
P2567,Highway Expansion,Bridge,Medium,1817052,94,88,43,3.3,0.68,422,Not Feasible,2
P2568,Industrial Complex,Water Infra,Low,2985957,72,43,79,6.82,0.87,363,Feasible,1
P2569,Industrial Complex,Road,Low,5913705,54,76,69,3.49,0.7,524,Borderline,1
P2570,Industrial Complex,Water Infra,Medium,2428080,79,71,85,2.13,0.54,520,Feasible,2
P2571,Industrial Complex,Power Plant,Medium,2101928,55,61,33,3.74,0.88,430,Feasible,2
P2572,Highway Expansion,Power Plant,Medium,3521279,95,61,72,2.72,0.54,463,Feasible,2
P2573,Dam Reinforcement,Water Infra,Medium,3100343,93,71,51,0.88,0.96,470,Feasible,2
P2574,Dam Reinforcement,Road,High,5096392,53,61,67,8.3,0.53,125,Feasible,3
P2575,Urban Flyover,Power Plant,High,3726016,78,55,58,8.53,0.74,496,Feasible,3
P2576,Dam Reinforcement,Water Infra,Medium,2244289,72,30,59,2.2,0.86,538,Feasible,2
P2577,Industrial Complex,Water Infra,Low,1442939,55,85,61,0.65,0.7,425,Not Feasible,1
P2578,Smart Solar Grid,Road,Medium,2052207,81,31,96,7.39,0.61,284,Not Feasible,2
P2579,Industrial Complex,Power Plant,Low,4282972,91,59,95,2.12,0.88,132,Feasible,1
P2580,Industrial Complex,Road,Low,1304224,67,81,27,3.93,0.89,144,Feasible,1
P2581,Dam Reinforcement,Road,High,5414473,64,38,98,0.64,0.96,343,Not Feasible,3
P2582,Urban Flyover,Road,High,3711793,89,51,45,2.26,0.69,242,Not Feasible,3
P2583,Highway Expansion,Power Plant,Low,6656377,81,63,31,7.93,0.75,248,Feasible,1
P2584,Smart Solar Grid,Power Plant,Low,5747263,58,78,62,8.04,0.68,424,Not Feasible,1
P2585,Smart Solar Grid,Bridge,Medium,6889979,86,30,70,2.07,0.63,241,Borderline,2
P2586,Urban Flyover,Building,Medium,3319124,59,82,82,3.36,0.88,154,Feasible,2
P2587,Industrial Complex,Water Infra,Medium,4923227,69,69,68,1.34,0.67,202,Feasible,2
P2588,Highway Expansion,Building,Low,3073290,55,74,46,0.74,0.71,428,Feasible,1
P2589,Highway Expansion,Road,Medium,6632758,97,97,28,9.92,0.7,555,Feasible,2
P2590,Highway Expansion,Bridge,Low,5942625,52,38,58,6.56,0.86,301,Feasible,1
P2591,Dam Reinforcement,Bridge,Medium,3518970,91,51,84,5.42,0.96,195,Not Feasible,2
P2592,Industrial Complex,Water Infra,Low,4889877,60,47,90,7.65,0.83,223,Borderline,1
P2593,Smart Solar Grid,Water Infra,High,2727408,92,72,90,8.4,0.74,351,Not Feasible,3
P2594,Smart Solar Grid,Building,High,3801742,66,68,26,8.07,0.89,422,Feasible,3
P2595,Industrial Complex,Building,Low,4088272,81,35,91,0.17,0.82,162,Not Feasible,1
P2596,Smart Solar Grid,Power Plant,High,2055675,53,77,99,1.87,0.53,523,Feasible,3
P2597,Dam Reinforcement,Building,Low,4564375,53,36,86,6.55,0.55,536,Feasible,1
P2598,Highway Expansion,Building,High,1965188,66,98,29,3.76,0.52,212,Feasible,3
P2599,Smart Solar Grid,Road,High,5748703,90,45,90,9.82,0.73,263,Not Feasible,3
P2600,Dam Reinforcement,Bridge,High,3161088,68,30,72,6.65,0.91,373,Feasible,3
P2601,Highway Expansion,Building,High,3320484,54,66,76,9.57,0.66,197,Feasible,3
P2602,Industrial Complex,Power Plant,Medium,5105223,81,66,46,2.01,0.69,382,Feasible,2
P2603,Industrial Complex,Building,Medium,3822988,71,93,73,8.64,0.95,189,Feasible,2
P2604,Dam Reinforcement,Road,Medium,4919047,55,91,23,3.21,0.92,268,Feasible,2
P2605,Dam Reinforcement,Water Infra,High,4468792,84,90,42,9.9,0.83,411,Feasible,3
P2606,Dam Reinforcement,Road,High,1487510,71,62,67,1.58,0.63,333,Feasible,3
P2607,Smart Solar Grid,Power Plant,High,4575168,50,95,61,5.16,0.56,479,Not Feasible,3
P2608,Industrial Complex,Water Infra,Medium,6795250,69,59,22,7.93,0.51,429,Feasible,2
P2609,Smart Solar Grid,Bridge,High,5055447,71,49,22,4.33,0.55,266,Feasible,3
P2610,Smart Solar Grid,Power Plant,High,2673879,97,89,47,4.68,0.65,144,Feasible,3
P2611,Highway Expansion,Power Plant,Medium,2780752,60,53,82,9.86,0.78,442,Not Feasible,2
P2612,Dam Reinforcement,Building,Medium,4293331,62,33,50,4.25,0.53,228,Feasible,2
P2613,Smart Solar Grid,Power Plant,Low,6069076,91,66,29,6.04,0.57,300,Feasible,1
P2614,Highway Expansion,Bridge,Medium,4764455,52,33,68,0.55,0.59,370,Borderline,2
P2615,Urban Flyover,Bridge,High,5335518,58,47,40,8.42,0.82,322,Borderline,3
P2616,Highway Expansion,Bridge,High,6815523,61,95,72,6.48,0.81,423,Feasible,3
P2617,Urban Flyover,Power Plant,Low,1403082,72,77,95,4.04,0.78,289,Not Feasible,1
P2618,Urban Flyover,Road,High,1201139,63,62,73,0.16,0.63,294,Feasible,3
P2619,Urban Flyover,Power Plant,Medium,6222798,82,87,76,5.92,0.69,466,Borderline,2
P2620,Urban Flyover,Building,Medium,4904722,67,57,39,0.13,0.55,289,Borderline,2
P2621,Dam Reinforcement,Bridge,High,6215622,98,64,68,0.01,0.61,121,Feasible,3
P2622,Smart Solar Grid,Building,Low,3746866,90,39,26,6.16,0.95,253,Feasible,1
P2623,Smart Solar Grid,Bridge,High,6694002,58,94,48,1.89,0.99,246,Borderline,3
P2624,Urban Flyover,Building,High,2207786,72,71,67,1.92,0.82,165,Borderline,3
P2625,Smart Solar Grid,Water Infra,High,1092601,59,38,32,6.53,0.96,313,Feasible,3
P2626,Urban Flyover,Water Infra,High,4175684,68,89,22,0.54,0.82,481,Feasible,3
P2627,Smart Solar Grid,Bridge,Medium,4384068,96,44,21,3.13,0.52,328,Feasible,2
P2628,Highway Expansion,Building,High,1629085,54,86,35,1.49,1.0,415,Not Feasible,3
P2629,Dam Reinforcement,Power Plant,Medium,2959925,96,98,25,5.8,0.55,177,Feasible,2
P2630,Industrial Complex,Road,High,4009887,72,51,64,6.62,0.84,197,Feasible,3
P2631,Urban Flyover,Power Plant,Medium,2518087,79,93,90,7.21,0.63,321,Borderline,2
P2632,Highway Expansion,Power Plant,Low,6903679,74,70,24,2.55,0.7,408,Feasible,1
P2633,Highway Expansion,Road,Medium,3013321,77,85,75,0.89,0.82,181,Feasible,2
P2634,Dam Reinforcement,Road,Low,3518638,83,52,90,0.79,0.72,387,Feasible,1
P2635,Dam Reinforcement,Building,Low,1603103,94,54,51,4.26,0.63,245,Feasible,1
P2636,Urban Flyover,Road,High,5233583,97,35,68,9.46,0.67,599,Feasible,3
P2637,Urban Flyover,Water Infra,Medium,5566235,96,63,32,2.18,0.67,168,Not Feasible,2
P2638,Highway Expansion,Road,Medium,2989968,74,92,49,2.57,0.98,207,Feasible,2
P2639,Highway Expansion,Power Plant,High,3245854,59,38,44,1.01,0.9,453,Feasible,3
P2640,Dam Reinforcement,Bridge,High,6303943,63,89,79,6.06,0.73,380,Not Feasible,3
P2641,Urban Flyover,Water Infra,High,6497191,91,78,78,6.8,0.6,298,Borderline,3
P2642,Urban Flyover,Road,Low,6933384,95,80,47,6.43,0.91,188,Not Feasible,1
P2643,Highway Expansion,Road,High,5639681,79,89,77,8.61,0.58,486,Borderline,3
P2644,Industrial Complex,Bridge,High,6732814,90,99,39,4.86,0.61,535,Feasible,3
P2645,Highway Expansion,Building,Medium,3616241,74,66,53,1.34,0.68,552,Feasible,2
P2646,Industrial Complex,Power Plant,Low,3843586,63,60,24,2.89,0.94,179,Borderline,1
P2647,Urban Flyover,Bridge,Low,2257008,84,70,79,6.62,0.57,421,Borderline,1
P2648,Highway Expansion,Building,High,5070211,97,91,62,6.13,0.56,571,Not Feasible,3
P2649,Dam Reinforcement,Power Plant,High,6137997,83,87,76,5.31,0.75,368,Not Feasible,3
P2650,Smart Solar Grid,Road,Medium,4843688,59,43,76,6.83,0.64,597,Feasible,2
P2651,Urban Flyover,Building,High,6695656,84,65,94,6.37,0.78,288,Borderline,3
P2652,Urban Flyover,Bridge,Medium,4616984,60,65,73,8.81,0.73,584,Borderline,2
P2653,Highway Expansion,Water Infra,High,5317561,60,37,64,5.86,0.72,570,Feasible,3
P2654,Smart Solar Grid,Bridge,Low,5018365,70,55,56,7.79,0.56,388,Not Feasible,1
P2655,Smart Solar Grid,Bridge,Low,6511934,70,65,67,2.49,0.57,483,Feasible,1
P2656,Smart Solar Grid,Water Infra,Low,2003171,71,77,73,6.78,0.91,231,Feasible,1
P2657,Highway Expansion,Building,High,3900737,94,57,67,9.02,0.94,219,Borderline,3
P2658,Highway Expansion,Building,High,2370485,56,97,25,3.86,0.62,521,Feasible,3
P2659,Industrial Complex,Bridge,Medium,2681076,66,91,53,7.79,0.56,334,Feasible,2
P2660,Industrial Complex,Bridge,Low,2611935,51,80,82,7.25,0.53,232,Feasible,1
P2661,Industrial Complex,Building,Medium,1112990,61,71,97,0.6,0.8,216,Feasible,2
P2662,Dam Reinforcement,Water Infra,High,6312399,91,58,67,5.82,0.86,426,Not Feasible,3
P2663,Urban Flyover,Power Plant,Medium,6252383,67,39,42,1.3,0.69,237,Feasible,2
P2664,Industrial Complex,Water Infra,High,6434655,60,68,32,9.67,0.84,155,Feasible,3
P2665,Dam Reinforcement,Road,Low,1981883,65,30,66,8.11,0.86,456,Not Feasible,1
P2666,Dam Reinforcement,Bridge,High,2668321,98,68,63,1.1,0.97,478,Borderline,3
P2667,Highway Expansion,Building,Low,5907530,67,50,51,1.22,0.53,409,Feasible,1
P2668,Smart Solar Grid,Water Infra,Medium,4293705,84,94,45,5.94,0.6,515,Feasible,2
P2669,Smart Solar Grid,Road,Medium,2618702,75,44,72,3.45,0.53,508,Not Feasible,2
P2670,Industrial Complex,Road,High,2500071,65,33,33,0.35,0.93,423,Not Feasible,3
P2671,Urban Flyover,Bridge,High,4759505,55,89,71,5.42,0.9,479,Feasible,3
P2672,Urban Flyover,Power Plant,Medium,1026806,93,90,55,3.88,0.79,466,Borderline,2
P2673,Urban Flyover,Power Plant,Low,6418952,92,49,27,1.01,0.54,243,Not Feasible,1
P2674,Dam Reinforcement,Road,Low,5609688,96,39,59,8.02,0.64,159,Not Feasible,1
P2675,Dam Reinforcement,Water Infra,High,5264423,96,63,41,9.15,0.65,260,Feasible,3
P2676,Dam Reinforcement,Road,Low,2873722,97,77,35,7.57,0.78,145,Feasible,1
P2677,Highway Expansion,Bridge,Medium,6428045,91,62,79,8.22,0.63,261,Not Feasible,2
P2678,Dam Reinforcement,Bridge,Medium,2519603,61,90,79,2.16,0.54,471,Not Feasible,2
P2679,Urban Flyover,Power Plant,High,2968541,62,39,29,2.64,0.87,514,Feasible,3
P2680,Urban Flyover,Road,High,3504659,53,83,44,2.09,0.65,541,Feasible,3
P2681,Smart Solar Grid,Building,Low,2750740,88,94,50,7.65,0.73,455,Feasible,1
P2682,Urban Flyover,Building,Medium,1863403,51,30,40,9.48,0.56,176,Feasible,2
P2683,Dam Reinforcement,Water Infra,Medium,1879903,75,34,52,7.17,0.9,269,Borderline,2
P2684,Dam Reinforcement,Water Infra,Low,1885421,76,44,50,8.81,0.78,486,Borderline,1
P2685,Industrial Complex,Power Plant,High,5278384,76,57,40,6.39,0.95,519,Feasible,3
P2686,Highway Expansion,Bridge,High,6495671,64,52,55,3.88,0.75,324,Feasible,3
P2687,Urban Flyover,Building,High,1978836,57,46,84,4.26,0.97,195,Feasible,3
P2688,Highway Expansion,Building,High,4223522,56,42,23,0.75,0.95,585,Feasible,3
P2689,Urban Flyover,Building,High,3217181,96,43,87,0.31,0.79,404,Feasible,3
P2690,Smart Solar Grid,Building,High,1179830,95,40,23,6.95,0.97,329,Feasible,3
P2691,Smart Solar Grid,Power Plant,High,2556518,89,57,28,4.38,0.66,505,Feasible,3
P2692,Highway Expansion,Road,High,4484144,61,71,49,5.52,0.68,557,Not Feasible,3
P2693,Dam Reinforcement,Building,Low,3659083,62,90,64,5.58,0.52,377,Borderline,1
P2694,Industrial Complex,Bridge,Medium,5113640,92,93,23,2.77,0.79,378,Not Feasible,2
P2695,Urban Flyover,Building,Medium,5500398,66,60,88,4.76,0.86,596,Feasible,2
P2696,Urban Flyover,Water Infra,Medium,2236497,66,39,42,4.71,0.89,303,Borderline,2
P2697,Industrial Complex,Bridge,High,6605524,85,37,35,3.88,0.57,447,Feasible,3
P2698,Highway Expansion,Road,High,5877708,70,50,41,8.21,0.72,130,Not Feasible,3
P2699,Highway Expansion,Building,High,2547261,57,88,91,4.51,0.59,579,Not Feasible,3
P2700,Urban Flyover,Power Plant,High,1866183,54,79,67,6.04,0.83,279,Feasible,3
P2701,Smart Solar Grid,Power Plant,Low,1622893,75,98,81,8.96,0.58,379,Feasible,1
P2702,Industrial Complex,Building,High,6036269,65,99,79,8.66,0.95,512,Feasible,3
P2703,Urban Flyover,Water Infra,Medium,5539014,85,59,99,8.9,0.62,207,Feasible,2
P2704,Smart Solar Grid,Power Plant,High,4895958,77,46,24,2.7,0.65,488,Feasible,3
P2705,Highway Expansion,Bridge,High,5826847,78,49,99,0.35,0.93,303,Not Feasible,3
P2706,Smart Solar Grid,Water Infra,Low,1451157,96,77,26,2.61,0.73,135,Feasible,1
P2707,Dam Reinforcement,Road,Low,6300885,61,31,70,2.79,0.51,584,Feasible,1
P2708,Urban Flyover,Road,Medium,2265898,86,66,84,9.09,0.75,363,Not Feasible,2
P2709,Industrial Complex,Power Plant,High,3120539,79,30,28,6.49,0.54,205,Feasible,3
P2710,Smart Solar Grid,Water Infra,High,1880412,72,33,64,0.82,0.99,318,Feasible,3
P2711,Highway Expansion,Power Plant,Low,6947148,65,83,66,1.35,0.79,129,Feasible,1
P2712,Smart Solar Grid,Road,Medium,4231185,63,54,86,1.56,0.63,596,Feasible,2
P2713,Highway Expansion,Power Plant,Medium,3241281,59,32,43,6.3,0.78,283,Feasible,2
P2714,Dam Reinforcement,Water Infra,Low,4734044,56,38,29,7.35,0.54,143,Feasible,1
P2715,Highway Expansion,Building,Low,6886414,94,63,92,8.6,0.9,183,Not Feasible,1
P2716,Industrial Complex,Road,High,1317875,86,72,96,9.41,0.96,431,Feasible,3
P2717,Dam Reinforcement,Building,Medium,6923098,78,51,67,2.02,0.94,357,Borderline,2
P2718,Smart Solar Grid,Water Infra,Medium,2228337,52,99,54,3.1,0.67,581,Feasible,2
P2719,Urban Flyover,Road,Low,3666078,64,31,73,2.4,0.66,581,Not Feasible,1
P2720,Highway Expansion,Power Plant,Low,1484814,85,95,90,3.59,0.52,464,Borderline,1
P2721,Industrial Complex,Power Plant,Low,2226134,96,61,35,9.15,0.83,357,Not Feasible,1
P2722,Urban Flyover,Power Plant,Medium,4690583,95,45,72,5.75,0.77,141,Feasible,2
P2723,Urban Flyover,Road,Low,3520107,68,30,59,7.38,0.73,299,Not Feasible,1
P2724,Dam Reinforcement,Road,Medium,2630668,62,77,39,4.9,0.95,425,Feasible,2
P2725,Smart Solar Grid,Power Plant,Low,6613845,91,79,88,0.29,0.58,166,Feasible,1
P2726,Urban Flyover,Power Plant,Medium,6246634,70,42,64,0.64,0.5,398,Not Feasible,2
